Index,LBL Time (ms),LBL Moves,LBL CPU Usage,LBL Memory Used (MB),Blind Time (ms),Blind Moves,Blind CPU Usage,Blind Memory Used (MB),CFOP Time (ms),CFOP Moves,CFOP CPU Usage,CFOP Memory Used (MB)
4108,7.001161575317383,390,1.0,7015.99609375,11.328697204589844,773,0.0,7015.8125,4.998445510864258,297,2.2,7015.73046875
4109,5.002021789550781,286,1.1,7015.73046875,10.998964309692383,749,5.5,7014.14453125,3.0014514923095703,273,1.1,7014.14453125
4110,5.998373031616211,342,11.5,7016.50390625,11.002063751220703,745,8.1,7016.50390625,4.992246627807617,331,8.3,7016.48828125
4111,4.003763198852539,296,6.2,7016.19140625,11.00015640258789,741,1.0,7015.6171875,3.0012130737304688,363,1.0,7015.48046875
4112,6.000995635986328,337,9.2,7015.48046875,10.00070571899414,737,8.3,7014.984375,5.002260208129883,359,5.9,7014.796875
4113,7.000923156738281,337,3.9,7015.98828125,11.002540588378906,757,5.7,7015.61328125,5.99980354309082,353,1.0,7015.61328125
4114,7.002353668212891,376,8.0,7015.61328125,10.000228881835938,737,3.4,7015.4375,3.998994827270508,311,6.2,7015.35546875
4115,5.999565124511719,246,0.0,7015.35546875,11.002302169799805,741,1.8,7015.203125,5.997180938720703,321,4.1,7013.7734375
4116,5.995035171508789,312,1.1,7016.26953125,11.002540588378906,749,2.9,7016.26953125,4.999637603759766,387,1.1,7016.27734375
4117,5.000114440917969,357,3.1,7016.203125,10.996580123901367,749,1.0,7015.8203125,2.9981136322021484,315,3.0,7015.6796875
4118,7.021903991699219,348,3.0,7015.59765625,12.002944946289062,769,2.2,7015.1015625,3.999948501586914,323,6.6,7015.453125
4119,4.998683929443359,338,2.1,7014.640625,11.0015869140625,749,1.0,7014.640625,3.998279571533203,273,4.3,7014.640625
4120,5.000114440917969,272,1.1,7014.640625,11.020898818969727,749,2.0,7014.640625,5.002260208129883,359,1.0,7014.40234375
4121,5.005598068237305,283,7.0,7014.11328125,11.00015640258789,737,3.1,7014.0859375,5.001544952392578,301,2.0,7015.7265625
4122,7.000446319580078,412,4.8,7014.5625,11.003494262695312,741,2.8,7014.5625,5.998373031616211,347,5.6,7014.546875
4123,6.000041961669922,353,4.1,7014.546875,10.998010635375977,749,9.7,7014.015625,6.99925422668457,309,4.9,7013.5234375
4124,5.000591278076172,332,7.9,7016.8125,10.000944137573242,745,7.4,7015.8125,3.991365432739258,311,5.0,7015.98828125
4125,5.002737045288086,293,5.1,7014.3984375,10.002613067626953,741,1.0,7014.3984375,5.000114440917969,345,1.1,7014.3984375
4126,3.997325897216797,244,1.1,7014.3984375,10.999441146850586,753,8.3,7014.37890625,4.001379013061523,279,2.0,7013.87109375
4127,6.000757217407227,298,2.0,7013.625,11.000871658325195,745,3.0,7013.37109375,4.997968673706055,305,3.8,7015.3984375
4128,5.736827850341797,324,4.8,7014.6171875,11.001825332641602,745,1.0,7013.91796875,4.015445709228516,309,2.1,7013.92578125
4129,5.000114440917969,249,1.1,7013.86328125,11.002779006958008,741,2.9,7013.859375,5.0029754638671875,373,2.9,7013.62109375
4130,5.999565124511719,387,2.9,7015.234375,9.998083114624023,737,1.0,7015.234375,5.995988845825195,349,2.1,7014.7734375
4131,7.002353668212891,306,13.3,7014.47265625,10.997772216796875,745,5.0,7013.0,6.998538970947266,351,1.0,7013.0
4132,6.000757217407227,304,3.1,7013.0,11.003255844116211,737,4.0,7013.0,3.998279571533203,343,2.0,7012.8046875
